OTU NNgenome identity
embed12160 paeb 99.3
embed4001 paeb 99.3
embed25652 paeb 99.3
embed12161 paeb 99.3
embed4462 paeb 99.3
embed24435 paeb 99.3
embed4398 paeb 99.3
embed15174 paeb 99.3
embed5706 paeb 99.3
embed19923 paeb 99.3
embed4816 paeb 99.3
embed6163 paeb 99.3
embed21500 paeb 99.3
embed7893 paeb 99.3
embed18607 paeb 98.6
embed11690 paeb 99.3
embed4674 paeb 99.3
embed14123 pmk 99.3
embed19226 pmk 99.3
embed15570 pmk 99.3
embed17415 pmk 99.3
embed1490 pmk 100
embed2836 psh 100
embed24436 psh 99.3
embed11691 paeb 99.3
embed17959 pcq 99.3
embed23363 pcq 99.3
embed13795 pcq 99.3
embed1655 pcq 100
embed25653 pcq 99.3
embed25654 pcq 99.3
embed22380 pcq 99.3
embed25655 pcq 99.3
embed23364 pcq 99.3
embed24437 pcq 99.3
embed21501 pcq 99.3
embed22381 pcq 99.3
embed21502 pcq 99.3
embed24438 pcq 99.3
embed6696 psc 100
embed5883 psj 100
embed24439 pbb 100
embed6388 pstt 100
embed24440 paeb 99.3
embed17960 paeb 99.3
embed8171 paeb 99.3
embed7529 paeb 99.3
embed9427 paeb 99.3
embed11224 paeb 99.3
embed12162 paeb 99.3
embed3911 paeb 99.3
embed22382 pcq 99.3
embed11450 paeb 99.3
embed5983 paeb 99.3
embed25658 paeb 99.3
embed9287 paeb 99.3
embed19228 paeb 99.3
embed23365 paeb 99.3
embed7021 paeb 99.3
embed19924 paeb 99.3
embed4516 paeb 99.3
embed10137 paeb 99.3
embed12397 paeb 99.3
embed9832 paeb 99.3
embed4696 paeb 99.3
embed13207 paeb 99.3
embed10657 paeb 99.3
embed5491 paeb 99.3
embed25659 paeb 99.3
embed15175 paeb 99.3
embed19925 paeb 99.3
embed11225 paeb 99.3
embed11918 smz 99.3
embed25660 stek 99.3
embed22383 slm 99.3
embed13208 smz 99.3
embed19926 smz 99.3
embed17961 smz 99.3
embed19229 smz 99.3
embed15993 smz 99.3
embed17416 smz 99.3
embed18609 smz 99.3
embed24441 smz 99.3
embed15994 smz 99.3
embed13209 smz 99.3
embed19230 smz 99.3
embed21503 smz 98.6
embed7530 smz 99.3
embed21504 buj 99.3
embed20694 smt 98.6
embed13518 slm 99.3
embed17417 smz 99.3
embed20695 smz 99.3
embed17418 dko 100
embed24442 smz 98.6
embed25661 smz 98.6
embed8934 smz 99.3
embed19927 buj 99.3
embed15995 stek 99.3
embed20696 smt 98.6
embed14792 slm 99.3
embed20697 smz 99.3
embed21505 smz 99.3
embed12913 smz 98.6
embed13519 smz 98.6
embed5236 smz 99.3
embed24443 smt 99.3
embed21506 psu 97.1
embed18610 xac 99.3
embed15571 buj 99.3
embed9428 stek 99.3
embed22385 sacz 99.3
embed17419 smt 98.6
embed10292 slm 99.3
embed18611 smz 99.3
embed21507 smz 99.3
embed10821 smz 99.3
embed25662 buj 99.3
embed23367 stek 99.3
embed25663 smt 98.6
embed22386 slm 99.3
embed22387 smz 99.3
embed11451 smz 99.3
embed17420 smz 99.3
embed23368 smz 99.3
embed25664 smz 99.3
embed25665 smz 98.6
embed11452 smz 99.3
embed21508 smz 99.3
embed21509 smz 98.6
embed11016 smz 99.3
embed11226 smz 99.3
embed23369 smz 99.3
embed24444 smz 98.6
embed11692 smz 99.3
embed12163 smz 99.3
embed21510 smz 99.3
embed24445 smz 99.3
embed11919 smz 99.3
embed11017 smz 99.3
embed21511 smz 99.3
embed21512 smz 99.3
embed24446 smz 99.3
embed11453 smz 99.3
embed20698 smz 99.3
embed18612 smz 99.3
embed24447 smz 98.6
embed24448 smz 98.6
embed9429 smz 99.3
embed23370 smt 99.3
embed19231 smz 99.3
embed14446 smz 99.3
embed22388 smz 99.3
embed20699 buj 97.9
embed25666 smz 98.6
embed20700 smz 98.6
embed18613 smz 98.6
embed16444 smz 98.6
embed1528 smz 99.3
embed23371 smz 98.6
embed23372 smz 98.6
embed16445 smz 99.3
embed24449 smz 99.3
embed17421 smz 99.3
embed23373 smz 98.6
embed23374 smz 98.6
embed17422 smz 98.6
embed2338 smz 99.3
embed24450 smz 98.6
embed12164 smz 99.3
embed23375 smz 99.3
embed25667 smz 99.3
embed23376 smz 99.3
embed8576 smz 99.3
embed18614 smz 99.3
embed21513 smz 99.3
embed14447 smz 99.3
embed21514 smz 99.3
embed24451 smz 99.3
embed25668 smz 99.3
embed9288 smz 99.3
embed9697 smz 99.3
embed7167 smz 99.3
embed1027 smz 100
embed14793 smz 99.3
embed22389 smz 99.3
embed9149 smz 99.3
embed12650 smz 99.3
embed11693 smz 99.3
embed11694 smz 99.3
embed17962 smz 99.3
embed24452 smz 99.3
embed12651 smz 99.3
embed19928 smz 99.3
embed16947 smz 99.3
embed12165 smz 99.3
embed22390 smz 99.3
embed14794 smz 99.3
embed25669 smz 98.6
embed11454 smz 99.3
embed20701 smz 99.3
embed23377 smz 98.6
embed10480 smz 99.3
embed19929 smz 99.3
embed17963 smz 99.3
embed19232 smz 98.6
embed9985 smz 99.3
embed25670 smz 98.6
embed10138 smz 99.3
embed16948 smz 99.3
embed24453 smz 99.3
embed24454 smz 99.3
embed23378 smz 98.6
embed11018 smz 99.3
embed12398 smz 99.3
embed20702 smz 99.3
embed23379 smz 99.3
embed17423 smz 99.3
embed15996 smz 99.3
embed25671 smz 99.3
embed17424 smz 99.3
embed19930 smz 98.6
embed22391 smz 98.6
embed7894 smz 99.3
embed16949 smz 99.3
embed23380 smz 98.6
embed22392 smz 98.6
embed8935 smz 99.3
embed23381 smz 99.3
embed9698 smz 99.3
embed17425 stek 99.3
embed20703 smt 99.3
embed3943 smt 100
embed24455 smt 99.3
embed11920 smz 99.3
embed17426 slm 99.3
embed22393 smz 99.3
embed10822 smz 99.3
embed17964 smz 99.3
embed11227 psd 98.6
embed20704 psd 97.9
embed16950 psu 97.9
embed2970 psu 97.9
embed19931 psu 97.1
embed11455 xac 97.9
embed1251 xac 100
embed24456 buj 99.3
embed25672 buj 99.3
embed25673 buj 99.3
embed21515 buj 99.3
embed21516 buj 99.3
embed2185 buj 100
embed25674 buj 99.3
embed8385 buj 99.3
embed24457 buj 99.3
embed24458 buj 99.3
embed25675 buj 99.3
embed24459 buj 99.3
embed24460 buj 99.3
embed22394 buj 99.3
embed24461 buj 99.3
embed23382 buj 99.3
embed22395 stek 99.3
embed25676 smt 98.6
embed24462 slm 99.3
embed21517 stek 99.3
embed21518 slm 99.3
embed24463 stek 99.3
embed25677 smz 98.6
embed10658 smz 99.3
embed19233 xal 100
embed24464 stek 99.3
embed23384 slm 97.9
embed22396 slm 99.3
embed22397 smt 98.6
embed23385 sacz 99.3
embed13520 slm 99.3
embed25678 stek 99.3
embed20705 stek 99.3
embed22398 stek 99.3
embed19234 stek 99.3
embed1849 stek 100
embed21519 sacz 99.3
embed4487 sacz 100
embed25679 stek 99.3
embed25680 stek 99.3
embed21520 stek 99.3
embed22399 stek 99.3
embed15572 psuw 100
embed22400 stek 99.3
embed25681 stek 99.3
embed15573 stek 99.3
embed22401 stek 99.3
embed19932 stek 99.3
embed24465 stek 99.3
embed24466 stek 99.3
embed14124 stek 99.3
embed24467 stek 99.3
embed22402 stek 99.3
embed25682 smt 98.6
embed22403 slm 99.3
embed25683 slm 99.3
embed24468 slm 99.3
embed23386 smt 98.6
embed23387 smt 98.6
embed23388 smt 98.6
embed24469 smt 98.6
embed19933 smt 98.6
embed3162 smt 99.3
embed20706 smt 98.6
embed25684 smt 98.6
embed22404 smt 98.6
embed25685 smt 98.6
embed25686 smt 98.6
embed6026 smt 100
embed7531 smt 99.3
embed24470 smt 98.6
embed22405 smt 98.6
embed21521 smt 98.6
embed24471 smt 98.6
embed25687 smt 98.6
embed23389 slm 99.3
embed15574 slm 99.3
embed6027 slm 99.3
embed19934 slm 99.3
embed19235 slm 99.3
embed20707 slm 99.3
embed12914 slm 99.3
embed1236 slm 100
embed20708 slm 99.3
embed19935 slm 99.3
embed25688 slm 99.3
embed23390 slm 99.3
embed22406 slm 99.3
embed25689 slm 99.3
embed21522 smt 98.6
embed25690 slm 99.3
embed25691 smt 98.6
embed22407 slm 99.3
embed25692 smt 98.6
embed21523 slm 99.3
embed24472 smt 98.6
embed22408 smt 98.6
embed19236 slm 99.3
embed23391 smt 98.6
embed16951 slm 99.3
embed24473 smt 98.6
embed17427 slm 99.3
embed24474 stek 99.3
embed25693 smt 98.6
embed25694 slm 99.3
embed19936 lab 100
embed8473 lcp 97.9
embed21524 lab 97.1
embed3854 lcp 97.1
embed14448 smz 99.3
embed15575 smz 99.3
embed25696 slm 99.3
embed19238 smz 99.3
embed24475 smz 99.3
embed20709 smz 98.6
embed8278 smz 99.3
embed20710 buj 99.3
embed17967 stek 99.3
embed21525 smt 98.6
embed16446 slm 99.3
embed11921 smz 99.3
embed20711 slm 99.3
embed18616 smz 99.3
embed16952 smz 99.3
embed21526 smz 99.3
embed19937 smz 99.3
embed25697 slm 99.3
embed22409 smz 98.6
embed9833 smz 99.3
embed20712 stek 99.3
embed20713 smt 98.6
embed20714 slm 99.3
embed22410 smz 99.3
embed18617 smz 99.3
embed10293 smz 99.3
embed16953 smz 99.3
embed6333 paeb 99.3
embed11228 bad 99.3
embed23392 smz 99.3
embed7804 paeb 99.3
embed22411 smz 98.6
embed13210 smz 99.3
embed24476 smt 98.6
embed8577 paeb 99.3
embed15997 smz 99.3
embed19239 paeb 99.3
embed23394 smz 99.3
embed4569 paeb 99.3
embed20715 smz 98.6
embed9289 smz 99.3
embed21527 stek 99.3
embed22414 smt 98.6
embed24477 slm 99.3
embed6222 nmd 97.1
embed3808 paeb 99.3
embed21528 pcq 99.3
embed18618 smz 98.6
embed24478 smz 98.6
embed10482 smz 99.3
embed23395 buj 99.3
embed25698 stek 99.3
embed20716 smt 98.6
embed20717 slm 99.3
embed23396 cuv 99.3
embed12915 paeb 99.3
embed10294 bne 99.3
embed6824 paeb 99.3
embed16954 smz 99.3
embed9986 saa 99.3
embed21530 bne 99.3
embed15999 paeb 99.3
embed21531 smz 99.3
embed25699 slm 99.3
embed20719 bne 99.3
embed8279 paeb 99.3
embed14126 smz 99.3
embed24479 stek 99.3
embed20720 slm 99.3
embed25700 bne 99.3
embed9699 paeb 99.3
embed16000 smz 99.3
embed25701 slm 99.3
embed4463 era 99.3
embed17970 era 98.6
embed25702 fhw 97.1
embed19240 bne 99.3
embed8578 paeb 99.3
embed11922 smz 99.3
embed22416 stek 99.3
embed18621 ster 98.6
embed22417 ster 97.9
embed16448 bne 99.3
embed5281 paeb 99.3
embed25712 smz 98.6
embed10823 smz 99.3
embed19939 stek 99.3
embed18623 slm 99.3
embed22418 paeb 99.3
embed3280 bvu 99.3
embed6456 bdh 99.3
embed13211 boa 97.1
embed10139 boa 99.3
embed14795 rus 99.3
embed15577 rmu 98.6
embed6457 rmu 98.6
embed13796 rmu 99.3
embed19243 bprl 99.3
embed19244 bne 99.3
embed10824 cfd 99.3
embed8172 eae 99.3
embed19941 caf 98.6
embed2101 eab 99.3
embed6028 paeb 99.3
embed15176 cke 99.3
embed25716 smz 98.6
embed25717 smz 98.6
embed12917 smz 99.3
embed23401 slm 99.3
embed6458 bad 99.3
embed17972 bcat 99.3
embed5282 nmd 97.1
embed8694 cbq 99.3
embed16003 ckp 99.3
embed18625 clw 99.3
embed23402 car 99.3
embed17973 cuv 99.3
embed8579 cax 97.1
embed14797 cax 97.1
embed13797 scf 99.3
embed6389 smb 99.3
embed10140 ssah 99.3
embed2328 saa 99.3
embed14798 esr 98.6
embed24483 vpr 99.3
embed21537 lac 99.3
embed19942 ecas 99.3
embed21538 fma 99.3
embed15177 rix 99.3
embed2447 era 99.3
embed7721 era 98.6
embed24485 fhw 97.1
embed19943 pmz 99.3
embed16450 pmz 99.3
embed2131 bvu 99.3
embed4923 bdh 99.3
embed15578 bdh 99.3
embed16004 boa 99.3
embed8581 pmz 99.3
embed4208 pmz 99.3
embed19251 pmz 99.3
embed20729 pmz 99.3
embed7981 pmz 99.3
embed17435 pmz 99.3
embed13216 pmz 99.3
embed10485 pmz 99.3
embed25730 pmz 99.3
embed9700 pmz 99.3
embed13217 pmz 99.3
embed24490 pmz 99.3
embed11696 pmz 99.3
embed10296 pmz 99.3
embed14129 pmz 99.3
embed19948 pmz 99.3
embed13523 pmz 98.6
embed2213 pmz 99.3
embed12168 pmz 98.6
embed24491 pro 99.3
embed12169 pro 98.6
embed10487 pmz 99.3
embed19949 pmz 99.3
embed23409 pmz 99.3
embed16452 pmz 99.3
embed3974 pmz 99.3
embed17436 pmz 99.3
embed1400 pje 99.3
embed23416 pmz 99.3
embed25733 pmz 99.3
embed9571 pmz 99.3
embed19252 pmz 99.3
embed4235 pmz 99.3
embed6634 pmz 99.3
embed25734 pmz 99.3
embed5762 pmz 99.3
embed7533 pmz 99.3
embed19951 pmz 99.3
embed6391 pmz 99.3
embed10488 pmz 99.3
embed21548 pmz 99.3
embed8582 pmz 99.3
embed11697 pmz 99.3
embed7464 pmz 99.3
embed18629 pmz 99.3
embed6030 pmz 99.3
embed7722 pmz 99.3
embed10489 pmz 99.3
embed9572 pmz 99.3
embed19952 pmz 99.3
embed21549 pmz 99.3
embed15182 pmz 99.3
embed16009 pmz 99.3
embed9430 pmz 99.3
embed16453 pmz 99.3
embed4430 pmz 99.3
embed23417 pmz 99.3
embed6165 pmz 99.3
embed7393 pmz 99.3
embed24494 pmz 99.3
embed9431 pmz 99.3
embed9988 pmz 99.3
embed22429 pmz 99.3
embed16010 pmz 99.3
embed10660 pmz 99.3
embed17438 pmz 99.3
embed8583 pmz 99.3
embed363 pmz 100
embed11925 pmz 99.3
embed15582 pmz 99.3
embed17978 pmz 99.3
embed4994 pmz 99.3
embed5525 pmz 99.3
embed13218 pmz 99.3
embed5143 pmz 99.3
embed23418 pmz 99.3
embed16960 pmz 99.3
embed11698 pmz 99.3
embed9834 pmz 99.3
embed5708 pmz 99.3
embed23419 pmz 99.3
embed8938 pmz 99.3
embed15583 pmz 99.3
embed23420 pmz 99.3
embed19253 pmz 99.3
embed11926 pmz 99.3
embed5709 pmz 99.3
embed17979 pmz 99.3
embed20734 pmz 99.3
embed19254 pmz 98.6
embed6031 pmz 99.3
embed18630 pmz 98.6
embed12919 pmz 99.3
embed5492 pmz 99.3
embed13798 pmz 99.3
embed920 pmz 99.3
embed23421 pmz 98.6
embed7723 pmz 99.3
embed7394 pmz 99.3
embed19953 pmz 99.3
embed11927 pmz 99.3
embed16454 pmz 99.3
embed5710 pmz 99.3
embed6504 pmz 99.3
embed13525 pmz 99.3
embed23422 pmz 99.3
embed19954 pmz 99.3
embed19955 pmz 99.3
embed14802 pmz 99.3
embed4601 pmz 99.3
embed4857 pmz 99.3
embed15183 pmz 99.3
embed8475 pmz 99.3
embed12655 pmz 99.3
embed4964 pmz 99.3
embed20735 pmz 99.3
embed8173 pmz 99.3
embed5305 pmz 99.3
embed8696 pmz 99.3
embed6075 pmz 99.3
embed25735 pmz 99.3
embed9835 pmz 99.3
embed6224 pmz 99.3
embed12171 pmz 99.3
embed10490 pmz 99.3
embed9573 pmz 99.3
embed6076 pmz 99.3
embed4858 pmz 98.6
embed4602 pmz 99.3
embed5112 pmz 99.3
embed8088 pmz 98.6
embed5190 pmz 99.3
embed6635 pmz 99.3
embed25736 pmz 99.3
embed11023 pmz 99.3
embed9836 pmz 99.3
embed10825 pit 99.3
embed4726 pit 100
embed7168 pit 98.6
embed22430 pro 99.3
embed16961 pro 98.6
embed7982 pmz 99.3
embed4488 pmz 99.3
embed882 pro 100
embed891 pro 99.3
embed22431 pro 98.6
embed25737 pro 98.6
embed18631 pmz 99.3
embed6392 pmz 99.3
embed12656 pmz 99.3
embed6636 pmz 99.3
embed10297 pmz 99.3
embed13219 pmz 99.3
embed12657 pmz 99.3
embed14453 pmz 99.3
embed6941 pmz 99.3
embed7807 pmz 99.3
embed9433 pmz 99.3
embed16011 pmz 99.3
embed10491 pmz 99.3
embed12920 pmz 99.3
embed11024 pmz 99.3
embed12400 pmz 99.3
embed8089 pje 98.6
embed18632 pje 99.3
embed4862 pje 98.6
embed10144 pje 98.6
embed14457 pdt 100
embed1135 pje 100
embed2605 pdn 100
embed12673 pje 98.6
embed17453 pje 98.6
embed16974 pje 98.6
embed20767 pje 98.6
embed17998 pje 98.6
embed19981 pje 98.6
embed20768 pje 98.6
embed17999 pje 98.6
embed19267 pje 98.6
embed13230 pje 98.6
embed16024 pje 98.6
embed24533 pfus 98.6
embed24534 pje 98.6
embed22456 pje 98.6
embed778 pje 99.3
embed20769 pje 98.6
embed15598 pje 98.6
embed14809 pje 98.6
embed16025 pje 98.6
embed16026 pje 98.6
embed16469 pje 98.6
embed24535 pje 97.9
embed12674 pje 98.6
embed13535 pje 98.6
embed20770 pje 98.6
embed18648 pje 98.6
embed18000 pje 98.6
embed14145 pje 98.6
embed14810 pje 98.6
embed19268 pje 98.6
embed14460 pje 98.6
embed13806 pje 98.6
embed18649 pje 98.6
embed25778 pje 98.6
embed18001 pje 98.6
embed24536 pje 98.6
embed23449 pje 98.6
embed16470 pje 98.6
embed13536 pje 98.6
embed16975 pfus 98.6
embed16471 pje 98.6
embed21566 pje 98.6
embed18654 pje 98.6
embed10147 pro 100
embed18003 pje 98.6
embed18655 pje 98.6
embed18006 pje 98.6
embed24548 pje 98.6
embed25785 pje 98.6
embed17457 pje 98.6
embed11469 pmz 99.3
embed19989 pmib 99.3
embed4466 cfd 99.3
embed2996 eae 99.3
embed11937 kom 99.3
embed18009 csi 97.9
embed395 eab 99.3
embed7729 pmz 99.3
embed16477 pmz 98.6
embed20782 pje 98.6
embed1147 pje 99.3
embed25792 pje 98.6
embed18010 pje 98.6
embed25793 pmz 99.3
embed4517 pmz 99.3
embed19993 pro 98.6
embed11470 pje 98.6
embed15599 eab 99.3
embed1505 bvu 99.3
embed3050 bdh 99.3
embed5402 boa 97.1
embed6638 bdh 99.3
embed3893 boa 99.3
embed16985 pmib 99.3
embed3335 cfd 99.3
embed2297 eae 99.3
embed7900 caf 98.6
embed23456 caf 99.3
embed14466 csi 97.9
embed24554 ror 99.3
embed23457 mmk 99.3
embed387 eab 99.3
embed5933 bvu 99.3
embed12678 bdh 99.3
embed19995 boa 99.3
embed18011 cfd 99.3
embed11708 eae 99.3
embed3235 eab 99.3
embed922 bvu 99.3
embed2209 bdh 99.3
embed16031 bcel 99.3
embed8586 boa 97.1
embed10668 bth 99.3
embed6337 bdh 99.3
embed4931 boa 99.3
embed12182 pdi 99.3
embed8480 bvu 99.3
embed11471 bdh 99.3
embed14149 arp 97.9
embed3535 bvu 99.3
embed8280 bdh 99.3
embed20785 boa 97.1
embed14467 bdh 99.3
embed16032 boa 99.3
embed18660 pdi 99.3
embed8481 bvu 99.3
embed13538 bdh 99.3
embed10496 salt 100
embed18014 fjg 97.9
embed9442 fbr 97.9
embed4282 fbr 98.6
embed21588 fbr 98.6
embed5934 fcm 98.6
embed3875 fcm 99.3
embed25797 fgl 100
embed4283 fgl 98.6
embed19281 fbr 97.9
embed8178 fcm 97.9
embed20786 fpsz 98.6
embed10670 fpsz 97.9
embed24556 fpsz 99.3
embed15197 fpsz 98.6
embed21589 foh 97.1
embed23461 lan 98.6
embed20787 lan 100
embed25798 win 97.9
embed22468 bcel 98.6
embed12932 afd 99.3
embed11239 ash 98.6
embed8943 bvu 98.6
embed17463 bdh 98.6
embed960 bcel 99.3
embed19282 afd 99.3
embed24558 ash 98.6
embed2774 ash 99.3
embed22470 muc 98.6
embed20788 pep 97.1
embed9038 phe 97.9
embed23463 muc 97.1
embed14470 muc 97.9
embed25799 phe 98.6
embed6401 phe 99.3
embed14471 muc 99.3
embed2637 muc 99.3
embed7990 muc 97.9
embed3478 pep 100
embed20789 pep 99.3
embed10497 pcm 98.6
embed23464 pep 98.6
embed11940 pep 99.3
embed14151 pep 98.6
embed4572 pep 98.6
embed5403 pcm 97.9
embed14818 pep 97.9
embed18662 pcm 98.6
embed9709 pcm 97.9
embed2434 sht 100
embed25801 sht 99.3
embed12419 osp 98.6
embed23466 afd 99.3
embed72 afd 100
embed16479 afd 99.3
embed15199 afd 99.3
embed18018 afd 98.6
embed23467 afd 98.6
embed6167 afd 97.9
embed24563 ash 98.6
embed46 ash 99.3
embed23468 ash 98.6
embed946 ash 100
embed17464 ash 99.3
embed20791 ash 98.6
embed12933 ash 98.6
embed7812 ash 98.6
embed24564 ash 98.6
embed14153 afd 97.1
embed10671 afd 99.3
embed11941 afd 97.9
embed16035 ash 98.6
embed4677 ash 98.6
embed20792 ash 98.6
embed23471 afd 99.3
embed13541 ash 98.6
embed19284 afd 99.3
embed21593 ash 98.6
embed12420 bvu 99.3
embed2873 bvu 99.3
embed5717 bdh 99.3
embed15601 boa 97.1
embed14819 bdh 99.3
embed18019 boa 99.3
embed2147 bvu 99.3
embed5025 bdh 99.3
embed16036 boa 97.1
embed12185 bdh 99.3
embed12186 boa 99.3
embed20794 bvu 99.3
embed8484 bvu 99.3
embed16989 bdh 99.3
embed21594 bvu 99.3
embed706 bvu 99.3
embed1513 bdh 99.3
embed7630 bcel 99.3
embed5364 boa 97.1
embed6402 bth 99.3
embed4261 bdh 99.3
embed3112 boa 99.3
embed22473 boa 98.6
embed6829 pdi 99.3
embed4007 bvu 99.3
embed6768 bdh 99.3
embed21595 boa 97.1
embed19285 bdh 99.3
embed11943 boa 99.3
embed1817 bvu 99.3
embed4113 bdh 99.3
embed23475 bcel 99.3
embed12934 boa 97.1
embed24568 bth 99.3
embed10151 bdh 99.3
embed9840 boa 99.3
embed20002 pdi 99.3
embed16990 bvu 99.3
embed1180 bvu 99.3
embed2859 bdh 99.3
embed15200 bcel 99.3
embed9580 boa 97.1
embed17466 bth 99.3
embed7314 bdh 99.3
embed6168 boa 99.3
embed18664 pdi 99.3
embed16480 bvu 99.3
embed20003 bdh 99.3
embed7024 bvu 99.3
embed13234 bdh 99.3
embed1156 bvu 99.3
embed2892 bdh 99.3
embed20795 bcel 99.3
embed11032 boa 97.1
embed17467 bth 99.3
embed7244 bdh 99.3
embed6509 boa 99.3
embed22474 pdi 99.3
embed8816 bvu 99.3
embed17468 bdh 99.3
embed3037 bvu 99.3
embed6890 bdh 99.3
embed21596 boa 97.1
embed16481 bdh 99.3
embed14473 boa 99.3
embed3353 bvu 99.3
embed6891 bdh 99.3
embed23476 bcel 99.3
embed14820 boa 97.1
embed19286 bth 99.3
embed16991 bdh 99.3
embed9443 boa 99.3
embed14474 pdi 99.3
embed12421 pah 99.3
embed19287 mod 97.9
embed992 bvu 99.3
embed2236 bdh 99.3
embed12188 bcel 99.3
embed6944 boa 97.1
embed11033 bth 99.3
embed6770 bdh 99.3
embed4966 boa 99.3
embed18665 pdi 99.3
embed14821 bvu 99.3
embed1204 bvu 99.3
embed2817 bdh 99.3
embed18020 bcel 99.3
embed10835 boa 97.1
embed14822 bth 99.3
embed7901 bdh 99.3
embed5888 boa 99.3
embed15603 pdi 99.3
embed11711 bvu 99.3
embed16992 bdh 99.3
embed21597 ele 97.1
embed2256 bvu 99.3
embed5572 bdh 99.3
embed16483 boa 97.1
embed12189 bdh 99.3
embed11472 boa 99.3
embed908 bvu 99.3
embed2107 bdh 99.3
embed12935 bcel 99.3
embed9153 boa 97.1
embed11944 bth 99.3
embed6403 bdh 99.3
embed4637 boa 99.3
embed13810 pdi 99.3
embed16485 bvu 99.3
embed929 bvu 99.3
embed2160 bdh 99.3
embed15604 bcel 99.3
embed8282 boa 97.1
embed11945 bth 99.3
embed6169 bdh 99.3
embed4967 boa 99.3
embed16993 pdi 99.3
embed1899 bvu 99.3
embed4638 bdh 99.3
embed14475 boa 97.1
embed21599 bth 99.3
embed11473 bdh 99.3
embed9297 boa 99.3
embed13543 bvu 99.3
embed23477 bdh 99.3
embed2114 bvu 99.3
embed4604 bdh 99.3
embed16038 boa 97.1
embed12680 bdh 99.3
embed12190 boa 99.3
embed10307 bvu 99.3
embed18666 bdh 99.3
embed3221 bvu 99.3
embed7098 bdh 99.3
embed16486 boa 97.1
embed16487 bdh 99.3
embed19288 boa 99.3
embed3975 bvu 99.3
embed9298 bdh 99.3
embed23479 boa 99.3
embed25810 smb 97.1
embed14823 lla 97.1
embed12681 bvu 98.6
embed1562 bvu 98.6
embed3790 bdh 98.6
embed16489 boa 97.9
embed5718 bvu 99.3
embed128 bvu 99.3
embed424 bdh 99.3
embed1651 bcel 99.3
embed1148 boa 97.1
embed1621 bth 99.3
embed1331 bdh 99.3
embed753 boa 99.3
embed6573 boa 98.6
embed10499 boa 98.6
embed6038 bvu 98.6
embed14154 bdh 98.6
embed2453 pdi 99.3
embed3536 bvu 99.3
embed7400 bdh 99.3
embed20009 bdh 99.3
embed23481 bvu 99.3
embed845 bvu 99.3
embed1796 bdh 99.3
embed12683 bcel 99.3
embed6510 boa 97.1
embed9712 bth 99.3
embed5935 bdh 99.3
embed3858 boa 99.3
embed13544 pdi 99.3
embed2504 bvu 99.3
embed5404 bdh 99.3
embed18667 boa 97.1
embed11243 bdh 99.3
embed14476 boa 99.3
embed19289 bvu 99.3
embed1638 bvu 99.3
embed3976 bdh 99.3
embed14824 boa 97.1
embed25811 bth 99.3
embed11946 bdh 99.3
embed9039 boa 99.3
embed4728 bvu 99.3
embed8395 bdh 99.3
embed23484 bdh 99.3
embed23485 boa 99.3
embed9299 bvu 99.3
embed19290 bdh 99.3
embed2784 bvu 99.3
embed7170 bdh 99.3
embed18021 boa 97.1
embed14156 bdh 99.3
embed12422 boa 99.3
embed17471 bvu 99.3
embed2627 bvu 99.3
embed6281 bdh 99.3
embed20799 boa 97.1
embed13545 bdh 99.3
embed14157 boa 99.3
embed2142 bvu 99.3
embed4678 bdh 99.3
embed13811 boa 97.1
embed22476 bth 99.3
embed13546 bdh 99.3
embed5889 boa 99.3
embed9040 bvu 99.3
embed15201 bdh 99.3
embed1739 bvu 99.3
embed4191 bdh 99.3
embed12423 boa 97.1
embed10155 bdh 99.3
embed11244 boa 99.3
embed23487 bvu 99.3
embed14477 bvu 99.3
embed257 bvu 99.3
embed734 bdh 99.3
embed5846 bcel 99.3
embed5194 boa 98.6
embed2240 boa 97.1
embed3859 bth 99.3
embed2523 bdh 99.3
embed1437 boa 99.3
embed16490 boa 98.6
embed3518 bvu 99.3
embed8097 bdh 99.3
embed16491 boa 97.1
embed13547 bdh 99.3
embed18022 boa 99.3
embed14158 bvu 99.3
embed598 bvu 99.3
embed1378 bdh 99.3
embed1787 bvu 99.3
embed4262 bdh 99.3
embed6946 bvu 99.3
embed13548 bdh 99.3
embed2021 bvu 99.3
embed4729 bdh 99.3
embed24573 bvu 99.3
embed16040 bvu 99.3
embed702 bvu 99.3
embed1576 bdh 99.3
embed7469 bvu 99.3
embed15202 bdh 99.3
embed21603 bvu 99.3
embed23488 bvu 99.3
embed22479 bvu 99.3
embed20010 bvu 99.3
embed319 bvu 100
embed25813 bvu 99.3
embed23489 bvu 99.3
embed2045 bdh 99.3
embed24574 bdh 97.9
embed24575 bvu 99.3
embed25814 bvu 99.3
embed17474 bvu 99.3
embed16492 bvu 99.3
embed21604 bvu 99.3
embed24576 bvu 99.3
embed12191 bvu 99.3
embed25815 bdh 99.3
embed450 bvu 99.3
embed1017 bdh 99.3
embed9994 bvu 99.3
embed20803 bdh 99.3
embed1025 bvu 99.3
embed2426 bdh 99.3
embed20804 bvu 99.3
embed15203 bvu 98.6
embed1215 bvu 99.3
embed2893 bdh 99.3
embed20011 bvu 99.3
embed4263 bvu 99.3
embed9995 bdh 99.3
embed4035 bvu 99.3
embed9444 bdh 99.3
embed548 bvu 99.3
embed1244 bdh 99.3
embed17475 bvu 99.3
embed3860 bvu 99.3
embed7316 bdh 99.3
embed3739 bvu 99.3
